query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
онлайн займ на карту без отказа creditulka,онлайн займ на карту без отказа creditulka,онлайн займ на карту без отказа creditulka,4436,2177,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять займ на карту t_me_top_zaim24,взять займ на карту t_me_top_zaim24,взять займ на карту t_me_top_zaim24,4334,2136,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы без отказа на карту creditulka,займы без отказа на карту creditulka,займы без отказа на карту creditulka,4190,2137,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"onCard;noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы онлайн на карту без отказа creditulka,займы онлайн на карту без отказа creditulka,займы онлайн на карту без отказа creditulka,4127,2155,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы без отказа t_me_top_zaim24,займы без отказа t_me_top_zaim24,займы без отказа t_me_top_zaim24,3879,2143,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы на карту creditulka,займы на карту creditulka,займы на карту creditulka,3665,1769,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"onCard;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм без отказа creditulka,микрозайм без отказа creditulka,микрозайм без отказа creditulka,3450,1674,AVERAGE,AVERAGE,microzaim,microzaim:Queries,noise,,,,exclude,"noRefusal;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы онлайн choosingbestloan,займы онлайн choosingbestloan,займы онлайн choosingbestloan,3443,3597,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы онлайн на карту choosingbestloan,займы онлайн на карту choosingbestloan,займы онлайн на карту choosingbestloan,3206,3259,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ на карту microcreditor,займ на карту microcreditor,займ на карту microcreditor,3101,3140,LOW,LOW,"microcredit;microzaim;zaim","microcredit:AdditionalQueries;microzaim:AdditionalQueries;zaim:Queries",noise,,,,exclude,"onCard;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм на карту t_me_top_zaim24,микрозайм на карту t_me_top_zaim24,микрозайм на карту t_me_top_zaim24,2739,1333,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
срочно займ t_me_top_zaim24,срочно займ t_me_top_zaim24,срочно займ t_me_top_zaim24,2656,1304,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"instant;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы онлайн на карту без отказа creditulka.com,займы онлайн на карту без отказа creditulka.com,займы онлайн на карту без отказа creditulka.com,2629,3008,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы онлайн microcreditor,займы онлайн microcreditor,займы онлайн microcreditor,2621,2652,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы без процентов первый раз creditulka,займы без процентов первый раз creditulka,займы без процентов первый раз creditulka,2538,1175,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"noInterest;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ на карту t_me_top_zaim24 t_me_top_zaim24,займ на карту t_me_top_zaim24 t_me_top_zaim24,займ на карту t_me_top_zaim24 t_me_top_zaim24,2398,1179,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ онлайн на карте t_me_top_zaim24,займ онлайн на карте t_me_top_zaim24,займ онлайн на карте t_me_top_zaim24,2395,1185,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
экспресс займы creditulka,экспресс займы creditulka,экспресс займы creditulka,2296,1136,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"instant;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
быстрый займ на карту онлайн t_me_top_zaim24,быстрый займ на карту онлайн t_me_top_zaim24,быстрый займ на карту онлайн t_me_top_zaim24,2189,1050,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;instant;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять займ на карту без отказа t_me_top_zaim24,взять займ на карту без отказа t_me_top_zaim24,взять займ на карту без отказа t_me_top_zaim24,2131,1095,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ без процентов на карту t_me_top_zaim24,займ без процентов на карту t_me_top_zaim24,займ без процентов на карту t_me_top_zaim24,2116,1096,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;noInterest;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ с плохой кредитной историей без отказа t_me_top_zaim24,займ с плохой кредитной историей без отказа t_me_top_zaim24,займ с плохой кредитной историей без отказа t_me_top_zaim24,2108,1352,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"noRefusal;badCredit;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм онлайн без карты choosingbestloan,микрозайм онлайн без карты choosingbestloan,микрозайм онлайн без карты choosingbestloan,2029,2173,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"online;onCard;noCard;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
новые займы creditulka,новые займы creditulka,новые займы creditulka,2025,981,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"newLoans;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы онлайн на карту без отказа t_me_top_zaim24,займы онлайн на карту без отказа t_me_top_zaim24,займы онлайн на карту без отказа t_me_top_zaim24,1918,1040,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы онлайн bistrodengi.ru,займы онлайн bistrodengi.ru,займы онлайн bistrodengi.ru,1749,1841,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"online;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять займ онлайн t_me_top_zaim24,взять займ онлайн t_me_top_zaim24,взять займ онлайн t_me_top_zaim24,1744,850,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы без отказа creditulka.com,займы без отказа creditulka.com,займы без отказа creditulka.com,1721,2007,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
быстрый займ creditulka,быстрый займ creditulka,быстрый займ creditulka,1711,728,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"instant;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ на карту без отказов t_me_top_zaim24,займ на карту без отказов t_me_top_zaim24,займ на карту без отказов t_me_top_zaim24,1706,878,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"onCard;noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы 24рсб,займы 24рсб,займы 24рсб,1699,1637,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,loan,"Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы rsb24,займы rsb24,займы rsb24,1695,1604,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,loan,"Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять займ онлайн на карту t_me_top_zaim24,взять займ онлайн на карту t_me_top_zaim24,взять займ онлайн на карту t_me_top_zaim24,1655,783,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ bistrodengi.ru,займ bistrodengi.ru,займ bistrodengi.ru,1603,1637,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,loan,"Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
топ займов creditulka,топ займов creditulka,топ займов creditulka,1600,777,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"rating;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
новые займы онлайн на карту creditulka,новые займы онлайн на карту creditulka,новые займы онлайн на карту creditulka,1600,772,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;newLoans;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ онлайн choosingbestloan,займ онлайн choosingbestloan,займ онлайн choosingbestloan,1597,1659,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы новые creditulka,займы новые creditulka,займы новые creditulka,1580,806,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"newLoans;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ с плохой кредитной историей t_me_top_zaim24,займ с плохой кредитной историей t_me_top_zaim24,займ с плохой кредитной историей t_me_top_zaim24,1574,851,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"badCredit;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы bistrodengi.ru,займы bistrodengi.ru,займы bistrodengi.ru,1558,1581,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,loan,"Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм без процентов t_me_top_zaim24,микрозайм без процентов t_me_top_zaim24,микрозайм без процентов t_me_top_zaim24,1524,751,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"noInterest;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ на карту без отказа срочно t_me_top_zaim24,займ на карту без отказа срочно t_me_top_zaim24,займ на карту без отказа срочно t_me_top_zaim24,1500,759,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;noRefusal;instant;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ онлайн без отказа t_me_top_zaim24,займ онлайн без отказа t_me_top_zaim24,займ онлайн без отказа t_me_top_zaim24,1486,834,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ на карту мгновенно t_me_top_zaim24,займ на карту мгновенно t_me_top_zaim24,займ на карту мгновенно t_me_top_zaim24,1471,723,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;instant;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм bistrodengi.ru,микрозайм bistrodengi.ru,микрозайм bistrodengi.ru,1464,1475,HIGH,HIGH,microzaim,microzaim:Queries,noise,,,,exclude,"microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ на карту без отказа 100 процентов t_me_top_zaim24,займ на карту без отказа 100 процентов t_me_top_zaim24,займ на карту без отказа 100 процентов t_me_top_zaim24,1456,721,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
мгновенные займы без проверок круглосуточно t_me_top_zaim24,мгновенные займы без проверок круглосуточно t_me_top_zaim24,мгновенные займы без проверок круглосуточно t_me_top_zaim24,1436,737,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"instant;roundClock;noChecks;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
срочные онлайн займы на карту zaymtop.ru,срочные онлайн займы на карту zaymtop.ru,срочные онлайн займы на карту zaymtop.ru,1399,1422,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;instant;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ t_me_top_zaim24 t_me_top_zaim24,займ t_me_top_zaim24 t_me_top_zaim24,займ t_me_top_zaim24 t_me_top_zaim24,1393,677,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,loan,"Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы под птс creditulka,займы под птс creditulka,займы под птс creditulka,1364,619,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"collateralPts;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы онлайн на карту по паспорту t_me_top_zaim24,займы онлайн на карту по паспорту t_me_top_zaim24,займы онлайн на карту по паспорту t_me_top_zaim24,1334,646,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;noDocs;passport;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ на карту с плохой кредитной историей t_me_top_zaim24,займ на карту с плохой кредитной историей t_me_top_zaim24,займ на карту с плохой кредитной историей t_me_top_zaim24,1310,731,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;badCredit;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы онлайн список t_me_top_zaim24,займы онлайн список t_me_top_zaim24,займы онлайн список t_me_top_zaim24,1305,654,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;rating;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
все займы на карту creditulka,все займы на карту creditulka,все займы на карту creditulka,1290,572,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"onCard;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ на карту choosingbestloan,займ на карту choosingbestloan,займ на карту choosingbestloan,1287,1345,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ онлайн bistrodengi.ru,займ онлайн bistrodengi.ru,займ онлайн bistrodengi.ru,1267,1276,HIGH,HIGH,zaim,zaim:Queries,noise,,,,exclude,"online;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять займ онлайн на карту creditulka,взять займ онлайн на карту creditulka,взять займ онлайн на карту creditulka,1220,530,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
быстрый займ на карту без отказа срочно t_me_top_zaim24,быстрый займ на карту без отказа срочно t_me_top_zaim24,быстрый займ на карту без отказа срочно t_me_top_zaim24,1204,604,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"onCard;noRefusal;instant;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
самый быстрый займ на карту t_me_top_zaim24,самый быстрый займ на карту t_me_top_zaim24,самый быстрый займ на карту t_me_top_zaim24,1171,574,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;instant;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять займ срочно t_me_top_zaim24,взять займ срочно t_me_top_zaim24,взять займ срочно t_me_top_zaim24,1157,571,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"instant;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ без процентов на 30 дней creditulka,займ без процентов на 30 дней creditulka,займ без процентов на 30 дней creditulka,1141,482,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"noInterest;loan;term:30-days","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ на карту без проверок кредитной истории t_me_top_zaim24,займ на карту без проверок кредитной истории t_me_top_zaim24,займ на карту без проверок кредитной истории t_me_top_zaim24,1135,574,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;badCredit;noChecks;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ 100 процентов одобрения на карту t_me_top_zaim24,займ 100 процентов одобрения на карту t_me_top_zaim24,займ 100 процентов одобрения на карту t_me_top_zaim24,1118,547,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"onCard;noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
все займы онлайн t_me_top_zaim24,все займы онлайн t_me_top_zaim24,все займы онлайн t_me_top_zaim24,1115,546,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займ онлайн на карту creditulka,займ онлайн на карту creditulka,займ онлайн на карту creditulka,1112,447,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы денег на карту онлайн без отказа t_me_top_zaim24,займы денег на карту онлайн без отказа t_me_top_zaim24,займы денег на карту онлайн без отказа t_me_top_zaim24,1109,559,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"online;onCard;noRefusal;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы под залог авто creditulka,займы под залог авто creditulka,займы под залог авто creditulka,1104,496,AVERAGE,AVERAGE,zaim,zaim:Queries,noise,,,,exclude,"collateralAuto;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы под залог птс creditulka,займы под залог птс creditulka,займы под залог птс creditulka,1103,503,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,"collateralPts;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм без процентов на карту мгновенно t_me_top_zaim24,микрозайм без процентов на карту мгновенно t_me_top_zaim24,микрозайм без процентов на карту мгновенно t_me_top_zaim24,1096,569,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;noInterest;instant;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы creditom ru,займы creditom ru,займы creditom ru,1093,1276,LOW,LOW,zaim,zaim:Queries,noise,,,,exclude,loan,"Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм t_me_top_zaim24 t_me_top_zaim24,микрозайм t_me_top_zaim24 t_me_top_zaim24,микрозайм t_me_top_zaim24 t_me_top_zaim24,1092,549,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
список микрозаймов t_me_top_zaim24,список микрозаймов t_me_top_zaim24,список микрозаймов t_me_top_zaim24,1033,514,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"rating;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм без процентов на карту t_me_top_zaim24,микрозайм без процентов на карту t_me_top_zaim24,микрозайм без процентов на карту t_me_top_zaim24,967,493,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;noInterest;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
мгновенный микрозайм онлайн на карту choosingbestloan,мгновенный микрозайм онлайн на карту choosingbestloan,мгновенный микрозайм онлайн на карту choosingbestloan,913,947,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"online;onCard;instant;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм без процентов creditulka,микрозайм без процентов creditulka,микрозайм без процентов creditulka,848,323,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"noInterest;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрокредит через госуслуги t_me_top_zaim24,микрокредит через госуслуги t_me_top_zaim24,микрокредит через госуслуги t_me_top_zaim24,824,437,LOW,LOW,microcredit,microcredit:Queries,noise,,,,exclude,"gosuslugi;microcredit","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм на карту через госуслуги t_me_top_zaim24,микрозайм на карту через госуслуги t_me_top_zaim24,микрозайм на карту через госуслуги t_me_top_zaim24,793,405,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;gosuslugi;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм zanimator25$,микрозайм zanimator25$,микрозайм zanimator25$,767,878,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрокредит онлайн на карту без отказа t_me_top_zaim24,микрокредит онлайн на карту без отказа t_me_top_zaim24,микрокредит онлайн на карту без отказа t_me_top_zaim24,744,377,LOW,LOW,microcredit,microcredit:Queries,noise,,,,exclude,"online;onCard;noRefusal;microcredit","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
рейтинг микрозаймов на карту онлайн choosingbestloan,рейтинг микрозаймов на карту онлайн choosingbestloan,рейтинг микрозаймов на карту онлайн choosingbestloan,721,755,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"online;onCard;rating;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять микрозайм на карту без отказа creditulka,взять микрозайм на карту без отказа creditulka,взять микрозайм на карту без отказа creditulka,719,338,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;noRefusal;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм на карту без проверок t_me_top_zaim24,микрозайм на карту без проверок t_me_top_zaim24,микрозайм на карту без проверок t_me_top_zaim24,708,353,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;noChecks;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
топ лучших микрозаймов онлайн на карту choosingbestloan,топ лучших микрозаймов онлайн на карту choosingbestloan,топ лучших микрозаймов онлайн на карту choosingbestloan,697,723,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"online;onCard;rating;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
где взять микрозайм на карту t_me_top_zaim24,где взять микрозайм на карту t_me_top_zaim24,где взять микрозайм на карту t_me_top_zaim24,663,334,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм без процентов на 30 дней creditulka,микрозайм без процентов на 30 дней creditulka,микрозайм без процентов на 30 дней creditulka,660,357,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"noInterest;microloan;loan;term:30-days","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять микрозайм онлайн срочно без отказа t_me_top_zaim24,взять микрозайм онлайн срочно без отказа t_me_top_zaim24,взять микрозайм онлайн срочно без отказа t_me_top_zaim24,631,315,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"online;noRefusal;instant;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять микрозайм на карту без процентов t_me_top_zaim24,взять микрозайм на карту без процентов t_me_top_zaim24,взять микрозайм на карту без процентов t_me_top_zaim24,626,314,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;noInterest;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
получить микрозайм без отказа на карту creditulka,получить микрозайм без отказа на карту creditulka,получить микрозайм без отказа на карту creditulka,617,282,AVERAGE,AVERAGE,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;noRefusal;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм онлайн на карту без отказа срочно t_me_top_zaim24,микрозайм онлайн на карту без отказа срочно t_me_top_zaim24,микрозайм онлайн на карту без отказа срочно t_me_top_zaim24,613,303,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"online;onCard;noRefusal;instant;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
